"Story","Title","Result","Date","Stability","Duration (s)"
"Verficación del registro en el portal AdvantageDemo","Verificar registro exitoso","SUCCESS","2023-03-14T23:46:24.891-05:00[America/Bogota]","0.0","11.55"
